"","players","PlayerID","SportsDataID","Status","TeamID","Team","Jersey","PositionCategory","Position","FirstName","LastName","Height","Weight","BirthDate","BirthCity","BirthState","BirthCountry","HighSchool","College","Salary","headshot","Experience","SportRadarPlayerID","RotoworldPlayerID","RotoWirePlayerID","FantasyAlarmPlayerID","StatsPlayerID","SportsDirectPlayerID","XmlTeamPlayerID","InjuryStatus","InjuryBodyPart","InjuryStartDate","InjuryNotes","FanDuelPlayerID","DraftKingsPlayerID","YahooPlayerID","FanDuelName","DraftKingsName","YahooName","DepthChartPosition","DepthChartOrder","GlobalTeamID","FantasyDraftName","FantasyDraftPlayerID","UsaTodayPlayerID","UsaTodayHeadshotUrl","UsaTodayHeadshotNoBackgroundUrl","UsaTodayHeadshotUpdated","UsaTodayHeadshotNoBackgroundUpdated","NbaDotComPlayerID"
"262","Luke Kornet",20001889,NA,"Active",15,"MIL","40","C","C","Luke","Kornet",86,250,"1995-07-15T00:00:00","Lexington","KY","USA","NULL","Vanderbilt","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001889.png","3","fed6929f-8d92-456c-8a89-9e0c17cf4f7b","2844",4151,"201002","745923","756855","NULL","Scrambled","Scrambled","NULL","Scrambled",41083,"745923","5903","Luke Kornet","Luke Kornet","Luke Kornet","C","1",20000015,"Luke Kornet","745923","8291966","http://cdn.usatsimg.com/api/download/?imageID=14608330","http://cdn.usatsimg.com/api/download/?imageID=14608346","2020-07-27T22:55:55","2020-07-27T22:56:40","1628436"
"263","Daniel Theis",20001901,NA,"Active",22,"HOU","27","C","C","Daniel","Theis",80,245,"1992-04-04T00:00:00","Salzgitter","NULL","Germany","NULL","None","8280351","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001901.png","4","e18e9d0a-97b9-470d-b0a6-0c401ae0e0a0","2850",3523,"201030","1066725","779967","NULL","Scrambled","Scrambled","NULL","Scrambled",81529,"1066725","5880","Daniel Theis","Daniel Theis","Daniel Theis","C","1",20000022,"Daniel Theis","1066725","8277039","http://cdn.usatsimg.com/api/download/?imageID=16907128","http://cdn.usatsimg.com/api/download/?imageID=16936868","2021-10-07T14:29:25","2021-10-11T20:32:41","1628464"
"264","Gabe York",20001904,NA,"Active",5,"ORL","NULL","G","PG","Gabe","York",75,190,"1993-08-02T00:00:00","West Covina","CA","USA","NULL","Arizona","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","NULL",NA,"NULL",3988,"NULL","NULL","NULL","NULL","Scrambled","Scrambled","NULL","Scrambled",101328,"NULL","6103","Gabe York","NULL","NULL","NULL","NULL",20000005,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"265","Alfonzo McKinnie",20001907,NA,"Active",11,"CHI","28","F","SF","Alfonzo","McKinnie",79,215,"1992-09-17T00:00:00","Chicago","IL","USA","NULL","Green Bay","1090007","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001907.png","3","cba64aec-adb0-4ff4-a59f-fa3fd61418d7","2882",4213,"201019","567423","748788","NULL","Scrambled","Scrambled","NULL","Scrambled",18435,"567423","5904","Alfonzo McKinnie","Alfonzo McKinnie","Alfonzo McKinnie","SF","1",20000011,"Alfonzo McKinnie","567423","8289238","http://cdn.usatsimg.com/api/download/?imageID=15389539","http://cdn.usatsimg.com/api/download/?imageID=15389543","2021-01-02T20:31:23","2021-01-02T20:31:47","1628035"
"266","Maxi Kleber",20001909,NA,"Active",25,"DAL","42","F","PF","Maxi","Kleber",82,240,"1992-01-29T00:00:00","Würzburg","NULL","Germany","NULL","None","8975000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001909.png","3","3ef70a50-cd0d-4148-a1ad-ca830a1a9046","2852",3658,"201049","1072048","779962","NULL","Scrambled","Scrambled","NULL","Scrambled",81621,"1072048","5892","Maxi Kleber","Maxi Kleber","Maxi Kleber","PF","1",20000025,"Maxi Kleber","1072048","8256668","http://cdn.usatsimg.com/api/download/?imageID=16905904","http://cdn.usatsimg.com/api/download/?imageID=16916577","2021-10-07T11:16:03","2021-10-08T22:25:13","1628467"
"267","Torrey Craig",20001912,NA,"Active",13,"IND","13","F","SF","Torrey","Craig",79,221,"1990-12-19T00:00:00","Columbia","SC","USA","NULL","USC Upstate","4878049","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001912.png","4","c14eba17-879a-461e-9413-bf71a378de6e","2855",4214,"201016","561589","748394","NULL","Scrambled","Scrambled","2022-01-07T00:00:00","Scrambled",20277,"561589","5893","Torrey Craig","Torrey Craig","Torrey Craig","SF","0",20000013,"Torrey Craig","561589","8277148","http://cdn.usatsimg.com/api/download/?imageID=16909172","http://cdn.usatsimg.com/api/download/?imageID=16929474","2021-10-07T19:29:48","2021-10-10T14:27:30","1628470"
"268","Royce O'Neale",20001913,NA,"Active",17,"UTA","23","F","SF","Royce","O'Neale",76,226,"1993-06-05T00:00:00","Killeen","TX","USA","NULL","Baylor","8800000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001913.png","4","32526c95-bc6e-4d28-a751-c4200904d80b","2859",3977,"201012","604479","749968","NULL","Scrambled","Scrambled","2022-01-04T00:00:00","Scrambled",18338,"604479","5905","Royce O'Neale","Royce O'Neale","Royce O'Neale","PF","0",20000017,"Royce O'Neale","604479","8246911","http://cdn.usatsimg.com/api/download/?imageID=16937075","http://cdn.usatsimg.com/api/download/?imageID=16937074","2021-10-11T21:21:48","2021-10-11T21:21:42","1626220"
"269","Derrick Walton Jr.",20001919,NA,"Active",14,"DET","10","G","PG","Derrick","Walton Jr.",72,185,"1995-04-03T00:00:00","Detroit","MI","USA","NULL","Michigan","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001919.png","0","aedb3cc5-6b48-456a-aa61-aa002905b507","NULL",4220,"201011","741934","755727","NULL","Scrambled","Scrambled","NULL","Scrambled",40561,"741934","5899","Derrick Walton","Derrick Walton Jr.","Derrick Walton Jr.","SG","1",20000014,"Derrick Walton Jr.","741934","8277247","http://cdn.usatsimg.com/api/download/?imageID=16906092","http://cdn.usatsimg.com/api/download/?imageID=16916773","2021-10-07T12:07:58","2021-10-08T22:33:52","1628476"
"270","Luka Doncic",20001984,NA,"Active",25,"DAL","77","G","PG","Luka","Doncic",79,230,"1999-02-28T00:00:00","Ljubljana","NULL","Slovenia","NULL","None","10174391","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001984.png","4","d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7","2896",4396,"201140","1121277","785204","NULL","Scrambled","Scrambled","2022-01-06T00:00:00","Scrambled",84669,"1121277","6014","Luka Doncic","Luka Doncic","Luka Doncic","PG","0",20000025,"Luka Doncic","1121277","8256661","http://cdn.usatsimg.com/api/download/?imageID=13477325","http://cdn.usatsimg.com/api/download/?imageID=13514741","2019-10-09T17:16:12","2019-10-14T09:54:31","1629029"
"271","Mo Bamba",20001985,NA,"Active",5,"ORL","5","C","C","Mo","Bamba",84,231,"1998-05-12T00:00:00","Harlem","NY","USA","NULL","Texas","7568743","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001985.png","2","a6bf9402-7f41-49a9-ab28-fe0bdffb5060","2932",4371,"201133","1071928","779977","NULL","Scrambled","Scrambled","NULL","Scrambled",84675,"1071928","6017","Mo Bamba","Mo Bamba","Mo Bamba","C","0",20000005,"Mo Bamba","1071928","8247676","http://cdn.usatsimg.com/api/download/?imageID=16932818","http://cdn.usatsimg.com/api/download/?imageID=16932819","2021-10-10T23:09:40","2021-10-10T23:09:46","1628964"
"272","Grayson Allen",20001986,NA,"Active",15,"MIL","7","G","SG","Grayson","Allen",76,198,"1995-10-08T00:00:00","Jacksonville","FL","USA","NULL","Duke","4054695","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001986.png","2","ffa9a64f-d624-4033-bd23-59dcfd805175","2934",4454,"201120","842296","761297","NULL","Scrambled","Scrambled","2022-01-04T00:00:00","Scrambled",84711,"842296","6032","Grayson Allen","Grayson Allen","Grayson Allen","SG","0",20000015,"Grayson Allen","842296","8277156","http://cdn.usatsimg.com/api/download/?imageID=16932195","http://cdn.usatsimg.com/api/download/?imageID=16932193","2021-10-10T21:20:58","2021-10-10T21:20:52","1628960"
"273","Donte DiVincenzo",20001987,NA,"Active",15,"MIL","0","G","SG","Donte","DiVincenzo",76,203,"1997-01-31T00:00:00","Newark","DE","USA","NULL","Villanova","4675830","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001987.png","1","9cfad453-b323-43dc-a066-6cd0a21745ad","2935",4439,"201087","887915","767288","NULL","Scrambled","Scrambled","NULL","Scrambled",84681,"887915","6028","Donte DiVincenzo","Donte DiVincenzo","Donte DiVincenzo","SG","1",20000015,"Donte DiVincenzo","887915","8247778","http://cdn.usatsimg.com/api/download/?imageID=16932146","http://cdn.usatsimg.com/api/download/?imageID=16932147","2021-10-10T21:14:38","2021-10-10T21:14:43","1628978"
"274","Michael Porter Jr.",20001988,NA,"Active",20,"DEN","1","F","PF","Michael","Porter Jr.",82,218,"1998-06-29T00:00:00","Columbia","MO","USA","NULL","Missouri","5258735","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001988.png","1","3a7d6510-00e9-4265-81df-864a1f547269","2936",4375,"201148","1061724","780019","NULL","Scrambled","Scrambled","2021-11-07T00:00:00","Scrambled",84682,"1061724","6025","Michael Porter","Michael Porter Jr.","Michael Porter Jr.","NULL","NULL",20000020,"Michael Porter Jr.","1061724","8256619","http://cdn.usatsimg.com/api/download/?imageID=16905943","http://cdn.usatsimg.com/api/download/?imageID=16916653","2021-10-07T11:29:18","2021-10-08T22:29:12","1629008"
"275","Trae Young",20001989,NA,"Active",3,"ATL","11","G","PG","Trae","Young",73,164,"1998-09-19T00:00:00","Lubbock","TX","USA","NULL","Oklahoma","8326471","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001989.png","1","cf418e0c-de9d-438f-a1ac-3be539a56c42","2929",4369,"201109","1060978","779988","NULL","Scrambled","Scrambled","NULL","Scrambled",84671,"1060978","6016","Trae Young","Trae Young","Trae Young","PG","0",20000003,"Trae Young","1060978","8255318","http://cdn.usatsimg.com/api/download/?imageID=16897429","http://cdn.usatsimg.com/api/download/?imageID=16916040","2021-10-05T20:21:38","2021-10-08T21:32:07","1629027"
"276","Deandre Ayton",20001990,NA,"Active",29,"PHO","22","C","C","Deandre","Ayton",83,250,"1998-07-23T00:00:00","Nassau","NULL","Bahamas","NULL","Arizona","12632950","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001990.png","2","7ca4beac-bbd6-454f-b820-4e8442a3e1e5","2941",4372,"201171","1061507","779969","NULL","Scrambled","Scrambled","NULL","Scrambled",84673,"1061507","5958","Deandre Ayton","Deandre Ayton","Deandre Ayton","C","0",20000029,"Deandre Ayton","1061507","8247323","http://cdn.usatsimg.com/api/download/?imageID=16936204","http://cdn.usatsimg.com/api/download/?imageID=16936203","2021-10-11T18:51:29","2021-10-11T18:51:23","1629028"
"277","Jaren Jackson Jr.",20001991,NA,"Active",21,"MEM","13","F","PF","Jaren","Jackson Jr.",83,242,"1999-09-15T00:00:00","Plainfield","NJ","USA","NULL","Michigan State","9180560","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001991.png","2","3e492a6a-ed3c-499d-b3f5-ff68ca16f6fd","2933",4384,"201100","1078662","780008","NULL","Scrambled","Scrambled","NULL","Scrambled",84683,"1078662","6015","Jaren Jackson","Jaren Jackson Jr.","Jaren Jackson Jr.","PF","0",20000021,"Jaren Jackson Jr.","1078662","8247099","http://cdn.usatsimg.com/api/download/?imageID=16929596","http://cdn.usatsimg.com/api/download/?imageID=16929597","2021-10-10T14:48:03","2021-10-10T14:48:12","1628991"
"278","Kevin Huerter",20001993,NA,"Active",3,"ATL","3","G","SG","Kevin","Huerter",79,190,"1998-08-27T00:00:00","Albany","NY","USA","NULL","Maryland","4253357","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001993.png","1","858d255e-9a7b-4c7a-aac4-fc7cf3a5f238","2952",4449,"201107","944785","775529","NULL","Scrambled","Scrambled","NULL","Scrambled",84704,"944785","6030","Kevin Huerter","Kevin Huerter","Kevin Huerter","SF","0",20000003,"Kevin Huerter","944785","8255310","http://cdn.usatsimg.com/api/download/?imageID=16897420","http://cdn.usatsimg.com/api/download/?imageID=16916112","2021-10-05T20:17:02","2021-10-08T21:43:54","1628989"
"279","Kevin Knox II",20001994,NA,"Active",6,"NY","20","F","SF","Kevin","Knox II",79,215,"1999-08-11T00:00:00","Phoenix","AZ","USA","NULL","Kentucky","5845979","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001994.png","3","239f0ff0-3d09-4991-bb67-ad8c8b7fd0cb","2955",4398,"201123","1067854","780003","NULL","Scrambled","Scrambled","NULL","Scrambled",84674,"1067854","6020","Kevin Knox","Kevin Knox II","Kevin Knox II","SF","1",20000006,"Kevin Knox II","1067854","8248196","http://cdn.usatsimg.com/api/download/?imageID=16937141","http://cdn.usatsimg.com/api/download/?imageID=16937142","2021-10-11T21:26:44","2021-10-11T21:27:25","1628995"
"280","Marvin Bagley III",20001995,NA,"Active",30,"SAC","35","F","PF","Marvin","Bagley III",83,240,"1999-03-14T00:00:00","Tempe","AZ","USA","NULL","Duke","11312114","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001995.png","3","e86c1439-4ef0-4530-9c41-c3a682962eb3","2940",4397,"201122","1076209","779989","NULL","Scrambled","Scrambled","NULL","Scrambled",84679,"1076209","5959","Marvin Bagley","Marvin Bagley III","Marvin Bagley III","PF","1",20000030,"Marvin Bagley III","1076209","8256676","http://cdn.usatsimg.com/api/download/?imageID=16936506","http://cdn.usatsimg.com/api/download/?imageID=16941528","2021-10-11T19:42:50","2021-10-12T18:52:33","1628963"
"281","Wendell Carter Jr.",20001996,NA,"Active",5,"ORL","34","C","C","Wendell","Carter Jr.",81,270,"1999-04-16T00:00:00","Fairburn","GA","USA","NULL","Duke","6920027","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001996.png","2","744d5db7-b0be-474a-a58b-6ddf7ae35567","2939",4407,"201089","1060912","779991","NULL","Scrambled","Scrambled","2022-01-05T00:00:00","Scrambled",84676,"1060912","6018","Wendell Carter","Wendell Carter Jr.","Wendell Carter Jr.","PF","0",20000005,"Wendell Carter Jr.","1060912","8259287","http://cdn.usatsimg.com/api/download/?imageID=16932791","http://cdn.usatsimg.com/api/download/?imageID=16932782","2021-10-10T23:06:10","2021-10-10T23:04:56","1628976"
"282","Collin Sexton",20001997,NA,"Active",12,"CLE","2","G","PG","Collin","Sexton",73,190,"1999-01-04T00:00:00","Marietta","GA","USA","NULL","Alabama","6439671","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001997.png","4","80b5cccf-203b-4482-92aa-76d1598216be","2938",4412,"201093","1061642","780057","NULL","Scrambled","Scrambled","2021-11-08T00:00:00","Scrambled",84667,"1061642","6019","Collin Sexton","Collin Sexton","Collin Sexton","NULL","NULL",20000012,"Collin Sexton","1061642","8247930","http://cdn.usatsimg.com/api/download/?imageID=16905436","http://cdn.usatsimg.com/api/download/?imageID=16916524","2021-10-07T08:36:51","2021-10-08T22:19:35","1629012"
"283","Mikal Bridges",20001998,NA,"Active",29,"PHO","25","F","SF","Mikal","Bridges",78,209,"1996-08-30T00:00:00","Philadelphia","PA","USA","NULL","Villanova","5557725","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001998.png","2","83cc5b28-36a7-43ba-ba20-8347bd1de583","2943",4386,"201172","846400","761370","NULL","Scrambled","Scrambled","NULL","Scrambled",84670,"846400","6021","Mikal Bridges","Mikal Bridges","Mikal Bridges","SF","0",20000029,"Mikal Bridges","846400","8247327","http://cdn.usatsimg.com/api/download/?imageID=16936200","http://cdn.usatsimg.com/api/download/?imageID=16936199","2021-10-11T18:50:47","2021-10-11T18:50:39","1628969"
"284","Shai Gilgeous-Alexander",20001999,NA,"Active",18,"OKC","2","G","SG","Shai","Gilgeous-Alexander",77,180,"1998-07-12T00:00:00","Toronto","ON","Canada","NULL","Kentucky","5495532","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001999.png","4","d9ea4a8f-ff51-408d-b518-980efc2a35a1","2947",4387,"201099","1067856","780001","NULL","Scrambled","Scrambled","NULL","Scrambled",84680,"1067856","6022","Shai Gilgeous-Alexander","Shai Gilgeous-Alexander","Shai Gilgeous-Alexander","PG","0",20000018,"Shai Gilgeous-Alexander","1067856","8256626","http://cdn.usatsimg.com/api/download/?imageID=16937381","http://cdn.usatsimg.com/api/download/?imageID=16937382","2021-10-11T22:02:56","2021-10-11T22:03:04","1628983"
"285","Troy Brown Jr.",20002002,NA,"Active",11,"CHI","7","F","SF","Troy","Brown Jr.",78,215,"1999-07-28T00:00:00","Lynn","MA","USA","NULL","Oregon","5170564","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002002.png","3","5350a897-aa31-4510-8feb-e709e1feb844","2951",4404,"201189","1082704","781155","NULL","Scrambled","Scrambled","NULL","Scrambled",84668,"1082704","6026","Troy Brown","Troy Brown Jr.","Troy Brown Jr.","PF","1",20000011,"Troy Brown Jr.","1082704","8259354","http://cdn.usatsimg.com/api/download/?imageID=16905456","http://cdn.usatsimg.com/api/download/?imageID=16915929","2021-10-07T08:45:56","2021-10-08T21:10:35","1628972"
"286","Miles Bridges",20002003,NA,"Active",2,"CHA","0","F","SF","Miles","Bridges",79,225,"1998-03-21T00:00:00","Flint","MI","USA","NULL","Michigan State","5421493","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002003.png","3","af8f331b-96a6-416e-8837-b14d5b11c52d","2937",4383,"201118","957479","774909","NULL","Scrambled","Scrambled","NULL","Scrambled",84678,"957479","6023","Miles Bridges","Miles Bridges","Miles Bridges","PF","0",20000002,"Miles Bridges","957479","8256711","http://cdn.usatsimg.com/api/download/?imageID=16903497","http://cdn.usatsimg.com/api/download/?imageID=16936886","2021-10-06T21:52:49","2021-10-11T20:40:06","1628970"
"287","Aaron Holiday",20002005,NA,"Active",1,"WAS","4","G","PG","Aaron","Holiday",72,185,"1996-09-30T00:00:00","Ruston","LA","USA","NULL","UCLA","3980551","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002005.png","3","877eb456-2827-475f-b858-2bc00480e24f","2972",4380,"201153","884087","767259","NULL","Scrambled","Scrambled","NULL","Scrambled",84719,"884087","6034","Aaron Holiday","Aaron Holiday","Aaron Holiday","SG","1",20000001,"Aaron Holiday","884087","8277125","http://cdn.usatsimg.com/api/download/?imageID=16941686","http://cdn.usatsimg.com/api/download/?imageID=16946984","2021-10-12T19:03:43","2021-10-13T15:00:45","1628988"
"288","Josh Okogie",20002006,NA,"Active",16,"MIN","20","G","SG","Josh","Okogie",76,213,"1998-09-01T00:00:00","Lagos","NULL","Nigeria","NULL","Georgia Tech","4087904","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002006.png","4","1938fb4b-347a-43fd-ba41-1abdb9540699","2958",4436,"201180","941460","776274","NULL","Scrambled","Scrambled","NULL","Scrambled",84689,"941460","6031","Josh Okogie","Josh Okogie","Josh Okogie","PF","1",20000016,"Josh Okogie","941460","8246953","http://cdn.usatsimg.com/api/download/?imageID=16932365","http://cdn.usatsimg.com/api/download/?imageID=16932369","2021-10-10T21:50:28","2021-10-10T21:50:41","1629006"
"289","Anfernee Simons",20002007,NA,"Active",19,"POR","1","G","SG","Anfernee","Simons",75,181,"1999-06-08T00:00:00","Altamonte Springs","FL","USA","IMG Academy (FL)","None","3938818","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002007.png","3","632adcc4-97f1-4e67-a132-e0b79f013c67","2976",4373,"201186","1121307","785205","NULL","Scrambled","Scrambled","NULL","Scrambled",84717,"1121307","6035","Anfernee Simons","Anfernee Simons","Anfernee Simons","PG","1",20000019,"Anfernee Simons","1121307","8246870","http://cdn.usatsimg.com/api/download/?imageID=16936449","http://cdn.usatsimg.com/api/download/?imageID=16941475","2021-10-11T19:31:56","2021-10-12T18:45:16","1629014"
"290","Lonnie Walker IV",20002008,NA,"Active",24,"SA","1","G","SG","Lonnie","Walker IV",77,205,"1998-12-14T00:00:00","Reading","PA","USA","NULL","Miami (FL)","4447896","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002008.png","2","d58cf16b-7bf5-4fed-8b1e-61bad46fa43e","2956",4435,"201168","1060928","780444","NULL","Scrambled","Scrambled","NULL","Scrambled",84702,"1060928","6029","Lonnie Walker","Lonnie Walker IV","Lonnie Walker IV","SG","1",20000024,"Lonnie Walker IV","1060928","8256653","http://cdn.usatsimg.com/api/download/?imageID=16936678","http://cdn.usatsimg.com/api/download/?imageID=16941615","2021-10-11T20:07:23","2021-10-12T18:59:03","1629022"
"291","Devonte' Graham",20002010,NA,"Active",23,"NO","4","G","PG","Devonte'","Graham",73,195,"1995-02-22T00:00:00","Raleigh","NC","USA","NULL","Kansas","1.1e+07","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002010.png","3","604571ce-5be8-4938-b8fb-945ff8d15f8d","2985",4464,"201114","843228","761311","NULL","Scrambled","Scrambled","NULL","Scrambled",84706,"843228","6045","Devonte' Graham","Devonte' Graham","Devonte' Graham","PG","0",20000023,"Devonte' Graham","843228","8277050","http://cdn.usatsimg.com/api/download/?imageID=16932571","http://cdn.usatsimg.com/api/download/?imageID=16937504","2021-10-10T22:24:02","2021-10-11T22:08:53","1628984"
"292","Arnoldas Kulboka",20002011,NA,"Active",2,"CHA","98","F","SF","Arnoldas","Kulboka",82,220,"1998-01-04T00:00:00","Marijampolé","NULL","Lithuania","NULL","None","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","95b5aa82-5f5f-469a-b0ca-d9188d225798","NULL",4177,"201116","NULL","785213","NULL","Scrambled","Scrambled","NULL","Scrambled",84692,"1121345","6066","Arnoldas Kulboka","Arnoldas Kulboka","Arnoldas Kulboka","SF","1",20000002,"NULL","NULL","8277135","http://cdn.usatsimg.com/api/download/?imageID=16903406","http://cdn.usatsimg.com/api/download/?imageID=16932265","2021-10-06T21:42:18","2021-10-10T21:40:15","1629083"
"293","Jarred Vanderbilt",20002015,NA,"Active",16,"MIN","8","F","PF","Jarred","Vanderbilt",81,214,"1999-04-03T00:00:00","Houston","TX","USA","NULL","Kentucky","4050000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002015.png","3","0b79911f-cd24-46d1-9b05-49fe937aa75e","2986",4458,"201147","1067852","780005","NULL","Scrambled","Scrambled","NULL","Scrambled",84721,"1067852","6052","Jarred Vanderbilt","Jarred Vanderbilt","Jarred Vanderbilt","PF","0",20000016,"Jarred Vanderbilt","1067852","8246963","http://cdn.usatsimg.com/api/download/?imageID=16932331","http://cdn.usatsimg.com/api/download/?imageID=16932332","2021-10-10T21:48:16","2021-10-10T21:48:21","1629020"
"294","Mitchell Robinson",20002016,NA,"Active",6,"NY","23","C","C","Mitchell","Robinson",84,240,"1998-04-01T00:00:00","Pensacola","FL","USA","NULL","Western Kentucky","1802057","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002016.png","3","97e25d19-7c5c-49f9-91c0-5cd9b9cebdcb","2946",4426,"201125","1076265","779964","NULL","Scrambled","Scrambled","NULL","Scrambled",84709,"1076265","6047","Mitchell Robinson","Mitchell Robinson","Mitchell Robinson","C","1",20000006,"Mitchell Robinson","1076265","8248229","http://cdn.usatsimg.com/api/download/?imageID=13458732","http://cdn.usatsimg.com/api/download/?imageID=13514902","2019-10-09T17:16:12","2019-10-14T10:00:35","1629011"
"295","Isaac Bonga",20002018,NA,"Active",10,"TOR","17","G","PG","Isaac","Bonga",80,180,"1999-11-08T00:00:00","Neuwied","NULL","Germany","NULL","None","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002018.png","2","2c5b32a1-53c3-4403-b579-c6126c7584a7","2966",4452,"201127","1121333","785209","NULL","Scrambled","Scrambled","NULL","Scrambled",84722,"1121333","6050","Isaac Bonga","Isaac Bonga","Isaac Bonga","NULL","NULL",20000010,"Isaac Bonga","1121333","8277198","http://cdn.usatsimg.com/api/download/?imageID=16936950","http://cdn.usatsimg.com/api/download/?imageID=16936945","2021-10-11T20:49:56","2021-10-11T20:49:49","1629067"
"296","Landry Shamet",20002019,NA,"Active",29,"PHO","14","G","SG","Landry","Shamet",76,190,"1997-03-13T00:00:00","Kansas City","MO","USA","NULL","Wichita State","3768342","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002019.png","2","467f6843-4a9d-413b-9924-d2188d60e6fe","2953",4414,"201081","893100","767311","NULL","Scrambled","Scrambled","2022-01-04T00:00:00","Scrambled",84724,"893100","6037","Landry Shamet","Landry Shamet","Landry Shamet","SG","1",20000029,"Landry Shamet","893100","8277070","http://cdn.usatsimg.com/api/download/?imageID=16936269","http://cdn.usatsimg.com/api/download/?imageID=16936265","2021-10-11T18:53:28","2021-10-11T18:53:22","1629013"
"297","Robert Williams III",20002024,NA,"Active",9,"BOS","44","F","PF","Robert","Williams III",81,237,"1997-10-17T00:00:00","Shreveport","LA","USA","NULL","Texas A&M","3661976","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002024.png","3","c20dfb58-5622-405e-90b1-92b79ee97461","2950",4382,"201096","954390","774920","NULL","Scrambled","Scrambled","NULL","Scrambled",84708,"954390","6038","Robert Williams","Robert Williams","Robert Williams","PF","0",20000009,"Robert Williams","954390","8256836","http://cdn.usatsimg.com/api/download/?imageID=16902954","http://cdn.usatsimg.com/api/download/?imageID=16916245","2021-10-06T20:56:05","2021-10-08T21:58:16","1629057"
"298","Gary Trent Jr.",20002027,NA,"Active",10,"TOR","33","G","SG","Gary","Trent Jr.",77,209,"1999-01-18T00:00:00","Apple Valley","MN","USA","NULL","Duke","1.6e+07","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002027.png","1","62daf16f-0c4c-46ae-9e54-0d34d6fdef85","2970",4433,"201185","1060908","779996","NULL","Scrambled","Scrambled","2022-01-10T00:00:00","Scrambled",84695,"1060908","6048","Gary Trent","Gary Trent Jr.","Gary Trent Jr.","SG","0",20000010,"Gary Trent Jr.","1060908","8259293","http://cdn.usatsimg.com/api/download/?imageID=16923255","http://cdn.usatsimg.com/api/download/?imageID=16923239","2021-10-09T16:25:18","2021-10-09T16:24:41","1629018"
